,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctFam2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
1917,89443,2.7,9.14,79.81,0.96,21.31,13.53,25.47,11.35,8.51,100,31544,81.25,1.72,42.65,21.41,4.67,10.5,16201,6679,13084,20716,5854,6054,14.42,9.41,21.7,6.24,64.18,5.12,22,8.41,32.73,9.81,22.43,13.87,3.24,77.58,85.31,77.22,56.13,64.03,2.49,13.33,19.26,27.82,43.63,0.84,79.29,4.04,5.85,2.67,2.86,2.37,66.76,6.17,44.47,3,5284,86.26,4.14,35.75,1972,8.02,0.4,62300,51700,285,174,22.6,20.1,12.8,6.33,67.66,44.82,75.44,91.46,68.2,1311.3,0.11,457.27
1918,24559,2.7,6.47,85.13,7.81,1.93,11.49,24.24,10.75,7.77,100,51679,88.39,0.51,54.29,14.73,2.21,8.27,24962,22324,14318,23065,18643,16272,3.6,5.67,12.19,2.43,70.97,13.75,25.88,6.15,44.93,7.32,28.99,10.04,3.23,86.66,93.86,85.9,59.83,66.22,0.71,11.43,16.69,25.51,34.81,1.07,86.57,1.21,3.92,2.6,2.97,1.78,78.56,1.15,42.35,3,798,91.94,0.25,44.99,1981,0.43,0.26,176700,139500,566,152,25.1,24.2,13.1,9.37,36.24,41.85,66.65,79.76,12,2043.5,11.32,269.6
1919,12084,3.07,0.59,98.3,0.7,0.78,15.66,25.59,12.4,7.7,100,46875,86.75,0.81,52.68,19.37,2.73,14.72,17523,14172,5354,0,4643,12604,2.83,3.39,12.2,3.1,69.48,12.68,19.47,7.51,30.66,4.96,22.37,8.87,3.25,86.67,92.92,89.1,51.45,70.28,0.62,18.92,43.24,47.03,47.03,0.29,96.75,0.18,3.59,3.03,3.04,2.93,84.76,0.74,11.3,3,245,94.15,0,19.59,1978,0.43,0.36,96500,37300,491,153,26.6,21.6,12.8,1.53,51.27,54.29,72.28,83.26,9.5,1277.9,0,81.34
1920,30705,3.24,1.38,65.51,0.42,77.18,18.2,30.68,15.36,9.33,0,17394,74.52,1.95,23.75,23.37,16.98,13.58,7522,7759,5815,5652,4606,5488,38.3,34.33,47.24,13.78,49.75,7.42,22.66,12.32,20.57,6.81,28.8,10.56,3.71,76.89,80.71,82,43.92,49.2,3.56,6.06,10.44,15.44,25.83,1.29,26.26,15.46,14.02,3.23,3.3,3.11,62.84,17.36,49.67,3,1226,88.53,5.87,48.86,1968,11.89,1.51,43600,34600,240,187,27.7,20.2,12.8,21.25,62.7,58.92,81.31,91.35,15.3,2007.4,0.53,302.47
1921,12105,2.82,0.83,95.23,1.81,3.44,15.79,27.74,13.12,12.96,100,33524,81.5,1.64,45.25,24.37,4.37,19.88,14031,15661,4017,10925,11048,15422,7.41,2.66,12.8,4.63,63.29,12.59,27.29,8.6,36.25,8.86,24.88,11.38,3.23,78.6,88.38,77.34,69.75,75.32,0.82,19.94,30.92,33.82,39.6,0.57,92.62,1.23,8.56,2.78,2.87,2.54,75.12,2.33,33.84,3,206,95.42,0,36.89,1965,2.71,0,71500,37900,313,100,22.6,20,11.3,2.87,66.61,55.42,79.91,89.5,3.2,3745.4,2.3,173.4
1922,13443,3.31,0.29,95.4,0.55,1.76,23.63,38.06,23.28,7.8,0,23415,81.87,3.24,40.67,22.81,3.76,15.86,8960,1897,4331,8124,8053,7282,17.5,3.15,11.25,5.83,61.96,8.86,27.32,12.12,23.65,5.61,33.5,7.5,3.58,84,91.29,84.07,52.24,65.28,1.14,8.45,18.31,18.31,19.72,0.04,93.99,0.04,14.7,3.15,3.31,2.88,66.54,5.98,37.1,3,294,93.25,1.02,28.23,1972,5.86,0,68200,33400,269,136,28.1,20.2,12.4,0.53,72.05,48.95,64.01,84.28,11.6,1160.5,0.16,93.16
1923,21325,2.41,0.32,98.31,0.84,0.54,12.51,25.44,12.51,14.99,0,25790,72.99,0.69,42.34,29.33,9.07,17.58,13209,11790,6727,13804,2000,4392,12.78,14.27,25.61,5.38,60.76,12.65,24.85,13,26.46,12.18,29.95,15.08,2.91,68.16,71.53,75.73,70.92,76.21,1.84,1.43,4.39,16.81,19.58,0.07,83.09,1.28,2.9,2.29,2.54,1.96,62.8,1.24,56.5,2,716,92.52,0.7,45.95,1954,4.12,1.11,79500,34100,342,156,26.2,20,13.5,4.91,76.46,56.77,84.22,91.75,57.4,371.7,0.39,161.73
1924,16117,2.2,1.38,91.58,4.83,6,9.28,20.97,9.42,16.42,100,33385,73.64,1.2,54.45,28.43,4.19,19.64,19533,17079,22376,16544,8872,18348,6.31,3.76,10.76,3.63,64.86,6.49,31.03,6.02,38.64,12.91,29.35,18.97,2.74,70.01,86.47,72.13,63.43,75.89,1.42,12.05,15.17,21.52,28.12,1.25,86.54,1.99,2.28,2.16,2.3,2.04,50.82,2.59,62.58,2,574,92.75,0.52,15.33,1954,0.64,0.48,262000,130600,670,332,30.7,26.5,12.2,10.35,47.74,49.82,72.94,86.74,2.9,5596.2,1.75,554.08
1925,28743,2.92,5.34,78.37,0.89,37.4,34.04,57.5,44.93,6.27,0,14816,84.5,1.39,29.75,15,6.04,8.37,8103,10093,25255,7332,5423,5627,37.13,20.25,32.16,10.05,53.32,9.22,34.68,13.07,27.2,5.51,62.26,7.96,3.29,68.47,75.19,67.69,59.17,68.38,4.32,16.84,24.18,30.54,37.28,0.78,69.31,4.88,8.93,2.4,2.91,2.17,38.29,8.08,70.26,2,1074,90.17,1.86,26.82,1975,5.38,0.6,58200,45800,337,144,35.1,20.6,13.5,4.65,71.31,28.03,47.87,93.05,18.1,1591.5,2.35,461.98
1926,15607,3.04,2.69,92.89,0.4,8.61,15.17,27.98,12.46,5.8,0,38108,87.14,2.47,39.26,15.36,2.8,10.05,14506,8100,17933,11024,6865,7736,7.31,6.09,18.02,5.24,68.03,23.07,18.27,14.69,27.96,7.7,21.07,10.42,3.29,84.89,90.84,84.58,56.14,65.64,1.06,10.72,20.04,30.23,50.79,0.39,91.13,1.53,5.27,3.02,3,3.08,77.17,5.32,25.74,3,387,92.99,1.81,40.05,1981,5.6,0.23,78800,53900,349,195,26.5,24.1,13.3,3.63,63.18,38.61,70.27,86.94,40.1,389.2,0,659.78
1927,20779,3.06,0.99,97.31,1.28,1.69,13.35,22.6,11.01,8.03,0.17,60830,85.9,1.67,63.36,19.16,1.39,13.51,22747,15795,15322,18661,16152,10050,2.5,3.45,11.43,4.61,67.53,22.15,25.19,6.79,39.15,6.16,28.09,8.03,3.26,90.37,96.31,88.51,53.17,65.09,0.86,0.61,13.78,20.81,23.27,0.03,93.66,0.51,4.44,2.94,3,2.45,90.68,0.68,19.22,3,396,94.5,1.26,41.67,1964,0.46,0.15,228500,113800,626,492,28.3,24.2,14.1,5.48,52.25,59.71,84.36,88.58,59.8,347.3,0.94,28.45
1928,18168,2.87,16.97,72.96,0.29,14.73,16.68,29.2,14.82,12.27,0,24244,74.37,1.8,30.82,28.76,6.9,12.49,10722,5422,10830,8497,6263,6643,18.55,11.83,29.57,7.35,58.95,22.3,22.4,19.36,21.58,9.21,27.28,12.33,3.25,72.78,77.55,72.97,62.64,72.17,5.28,16.52,25,31.25,49.33,0.41,88.25,1.67,7.6,2.75,2.73,2.8,58.9,6.66,48.27,3,661,90.53,3.48,38.88,1963,11.27,0.14,61900,45000,337,165,26.5,20.7,14.4,2.47,77.25,48.84,76.69,92.76,32.3,562.6,0.22,661.06
1929,13899,2.88,0.22,92.58,0.22,13.2,15.69,28.64,13.65,10.32,100,28642,78.99,0.21,26.35,27.95,6.12,19.5,10343,12929,0,600,7377,7920,11.73,11.66,37.09,7.58,58.62,26.29,16.42,28.93,9.35,12.55,27.5,13.71,3.29,73.78,79.92,79.49,50.56,59.5,2.1,1.85,4.76,4.76,4.76,0.05,88.39,1.48,6.89,2.86,2.84,2.93,75.75,5.28,48.83,3,240,95.26,9.58,54.17,1956,5.03,0.14,36400,17400,278,102,23.6,14.6,13.7,2.74,66.36,59.77,85.98,92.72,8.6,1617.7,0.8,692.02
1930,36326,2.71,2.65,89.22,4.77,8.94,15.58,32.18,16.42,6.98,100,36097,85.1,0.99,39.63,18.13,6.27,13.34,14861,14723,18980,12226,11157,11967,8.54,3.62,12.46,5.31,70.65,13.06,18.37,11.39,23.89,10.65,33.67,15.95,3.16,74.62,86.94,73.91,61.54,71.87,1.5,18.02,25.49,30.64,37.19,1.56,88.63,1.69,4.95,2.66,2.81,2.48,58.9,4,47.93,3,506,96.36,0.2,12.85,1978,1.23,0.64,184000,73100,634,222,30.5,27.9,12.5,8.66,58.69,33.52,63.81,88.94,6.6,5470.8,2.85,957.64
1932,33102,2.48,1.37,92.35,3.01,3.05,12.3,27.8,12.65,10.39,100,30007,79.94,0.91,37.01,22.1,8.49,14.52,13866,12190,8060,10138,9482,9185,10.79,5.3,18.02,4.92,66.16,28.43,15.76,18.58,20.05,14.78,29.73,19.63,2.98,64.76,74.62,70.26,58.22,69,2.98,14.28,17.45,21.96,30.93,0.71,93.21,0.98,3.56,2.43,2.53,2.34,50.8,4.24,60.13,2,620,95.56,2.74,15.48,1971,4.46,0.04,91500,43800,398,149,24.5,19.9,12,4.95,50.36,36.99,72.72,85.32,20.4,1622,3.3,447.63
1933,46521,2.63,4.64,88.62,1.92,8.65,13.62,34.3,15.44,3.99,97.8,36006,93.03,0.77,35.3,10.85,1.81,5.86,15316,13438,14996,14650,10031,9588,6.03,5.28,15.27,3.72,79.29,20.59,16.86,11.22,28.44,10.89,28.22,14.31,3.13,80.41,91.63,83.28,71.44,75.85,1.68,13.3,18.37,36.7,53.76,0.63,89.57,2.34,4.25,2.61,2.91,2.29,57.74,4.74,46.59,3,2041,89.65,0.15,24.4,1982,4.37,0.06,81600,31400,406,139,23.8,23.1,13.2,4.76,50.16,32.41,55.33,81.64,37.3,1246.5,0.18,293.63
1934,44683,2.56,0.66,95.35,1.55,2.91,14.14,29.49,14.32,9.85,100,21932,79.36,0.48,33.25,23.3,9.46,13.36,10222,6931,9064,8853,8465,6719,16.47,7.18,22.27,7.94,60.83,19.6,20.08,22.27,15.27,13.9,28.73,18.83,3.04,66.12,77.03,70.92,54.96,65.64,2.89,15.56,26.61,30.29,39.83,0.42,94.86,0.91,4.55,2.54,2.62,2.47,50.71,4.96,58.46,2,674,96.28,2.23,17.21,1969,5.24,0.29,51000,25200,362,132,28.3,20.2,13.4,2.67,50.07,37.26,74.78,85.24,13.9,3210,4.04,515.95
1935,14842,2.87,5.17,86.79,0.58,20.92,19.07,31.42,18.42,11.43,0,25953,79.06,1.25,38.55,25.43,6.2,13.42,12048,7184,11627,7945,6505,5632,17.94,12.93,26.71,5.26,61.46,16.58,32.27,10.84,29.15,8.43,30.85,11.65,3.18,75.85,78.56,76.21,67.7,76.4,1.58,16.55,22.96,31,38.69,0.96,79.52,4.14,5.48,2.63,2.74,2.5,56.3,5.75,43.33,3,588,89.8,0.85,40.14,1977,7.65,0.29,67900,41600,280,162,24,22.7,14.8,5.78,69.09,40.9,66.91,90.23,13.9,1065,0.26,278.88
1937,17541,2.84,1.27,96.04,2.18,2.14,13.56,25.07,11.38,8.04,85.14,53761,85.62,0.5,58.63,22.04,1.07,13.97,20528,16244,19038,17685,11941,15575,2.65,5.13,13.56,5.14,71.79,24.64,19.75,9.63,34.83,6.6,29.02,9.56,3.31,85.26,96.44,85.06,49.7,66.9,0.89,8.09,12.9,15.17,21.99,0.69,91.54,0.88,4.66,2.84,3.05,2.22,80.43,1.2,34.18,3,224,96.5,1.34,28.12,1969,0.65,0.11,207700,89300,634,318,26,23.5,14.3,8.53,48.78,59.53,84.85,86.89,17.4,1008.2,2.52,95.47
1938,48761,2.55,16.48,82.4,0.61,0.79,13.51,26.19,11.94,10.99,100,30005,78.75,0.75,37.34,26.12,6.36,15.4,14374,7265,10834,23520,15253,18178,12.7,10.58,25.96,5.68,60.77,29.83,20.25,16.91,28.3,10.25,24.38,13.27,3.03,73.46,83.91,76.78,54.69,65.46,3.27,2.95,7.07,8.06,21.81,0.03,96.7,0.5,3.71,2.5,2.65,2.26,65.38,2.01,41.07,3,1506,92.7,1.79,32.07,1969,4.98,0.41,66000,44800,277,151,22.6,16.1,11.8,1.04,69.2,47.3,76.45,86.06,48.9,996.4,0.18,521.87
1939,17363,2.39,43.56,55.6,0.35,0.7,13.19,26.16,12.06,15.14,0,19894,70.2,0.26,30.28,31.04,14.86,16.71,10893,6436,4748,2508,6916,9853,23.2,13.04,30.14,5.41,56.08,17.1,25.29,17.47,21.92,11.81,29.84,17.63,2.98,54.06,56.81,54.04,57.54,66.8,8.2,20.71,22.65,24.92,33.01,0.37,96.94,0.4,4.29,2.33,2.45,2.21,53.37,2.85,52.11,2,760,90.53,4.87,39.34,1964,11.76,0.31,55600,32600,234,185,26.8,21.9,13.4,1.78,70.68,49.06,76.84,85.4,10.6,1639.9,0.35,2210.88
1940,159789,2.53,24.42,72.64,2.15,1.24,14.49,29.51,14.93,9.16,99.35,32295,82.73,1,44.7,19.74,4.66,18.6,16204,8293,11032,15355,15978,13911,11.63,6.44,17.99,5.51,64.97,19.12,25.02,8.51,39.02,10.06,31.1,13.84,3.02,72.62,82.27,72.41,61.46,69.35,3.51,17.33,26.03,37.64,43.18,0.67,94.33,0.7,3.68,2.46,2.64,2.21,63.99,2.74,41,3,4769,92.97,1.36,21.74,1968,4.74,0.25,78200,51200,329,154,23.3,16.4,11.7,3.89,54.34,49.73,76.06,82.45,170.3,938.2,0.06,1343.3
1942,14439,2.79,5.9,92.95,0.83,0.7,29.6,44.36,35.05,14.21,0,16961,67.14,1.75,39.51,36.72,6.03,19.56,9771,7463,215,3598,229,4110,19.63,13.01,24.76,6.93,52.04,12.65,40.37,12.27,29.33,6.19,48.16,9.99,2.75,71.04,77.69,72.1,63.96,74.66,2.18,40.14,51.61,51.61,51.61,0.78,96.23,0.38,1.18,2.11,2.23,1.96,60.03,1.04,50.27,2,367,93.38,1.09,28.88,1965,5.27,0.34,56600,40200,206,112,27.1,18.5,14.1,1.93,58.09,38.18,58.82,79.47,7.7,1886,0.37,333.19
1943,59646,2.38,9.5,87.42,2.05,3.48,13.2,27.8,14.08,15.33,100,25893,72.49,0.64,41.44,30.91,4.5,21.58,13224,7580,8664,8058,7086,10970,12.84,6.33,20.82,6.39,57.63,20.11,19.78,11.44,26.92,12.08,31.37,15.34,2.86,68.55,76.6,73.31,61.86,68.74,3.3,19.75,26.47,32.23,36.24,1.25,91.38,1.04,3.3,2.32,2.44,2.15,61.09,2.73,52.29,2,3005,89.29,2.5,29.68,1974,5.4,0.13,65100,35400,391,143,27.7,20.6,11.8,6.32,25.04,41.11,66.69,74.18,29.7,2006.1,0.14,1461.01
1944,15561,2.63,0.54,98.25,0.57,1.33,14.38,25.45,11.73,10.1,100,36901,83.43,0.65,54.96,23.13,3.58,16.96,16162,22865,0,9547,4991,12373,3.73,2.4,10.81,4.63,68.92,17.84,27.02,12.95,28.83,6.72,26.33,10.33,3.12,81.8,94.37,79.78,69.21,75.82,0.21,14.93,41.29,44.28,44.28,0.19,96.58,0.32,4.02,2.63,2.8,2.07,81,0.98,34.17,3,268,95.66,1.12,30.22,1959,0.98,0.08,71300,33700,344,130,21.9,16.3,11.7,1.29,80.12,61.39,88.49,94.79,8.7,1780.8,1.02,339.84
1945,31099,3.3,0.73,55.14,5.55,60.86,15.04,30.06,14.31,11.02,100,27980,76.83,1.01,33.42,29.85,12.2,16.45,10422,8581,9541,13585,5984,6544,15.3,30.14,46.41,10.99,59.76,16.22,18.28,20.73,15.67,7.69,32.39,12.68,3.71,70.95,82.61,81.23,63.48,67.81,4.52,17.37,29.01,36.93,45.03,6.1,42.77,23.31,18.71,3.24,2.87,3.58,42.35,26.49,71.81,2,472,95.24,3.39,40.89,1971,3.39,1.03,185000,87200,557,289,30.3,27.2,11.9,35.11,48.17,43.75,82.04,90.61,6.1,5071.6,1.96,1513.08
1946,37757,2.58,0.3,97.8,0.77,1.52,13.56,25.84,12.34,13.83,0,26826,76.84,0.58,51.9,31.58,7.07,15.31,12472,3829,15505,4922,7593,8004,9.57,10.45,21.78,5.06,62.18,26.7,23.26,20.07,20.58,8.32,27.88,10.54,3.1,76.36,80.96,79.88,65.55,72.86,1.64,10.44,10.44,13.63,16.81,0.16,95.26,0.51,4.68,2.49,2.73,2.08,68.6,1.35,44.13,3,539,96.45,1.48,39.52,1953,2.24,0.35,51700,28200,320,151,25,19.6,12.9,1.5,85.35,55.55,85.67,94.77,13.2,2855.3,0.7,398.42
1948,13326,2.82,0.86,84.65,13.92,3.5,13.18,20.7,10.14,14.18,100,68742,80.37,1.2,66.23,30.14,3.1,13.15,36455,16588,16380,29942,9524,17718,3.29,3.5,8.76,2.69,59.94,13.34,36.21,3.19,56.39,3.98,26.84,7.34,3.17,88.84,100,80.93,44.88,56.45,0.42,23.06,28.84,40.63,49,5.61,70.58,4.74,3.79,2.79,2.86,2.48,82.6,1.93,23.68,3,174,96.45,0,44.25,1947,0.4,0.59,353200,252401,899,333,28,21.8,14.1,24.31,28.67,67.6,82.55,86.11,4.8,2789.5,12.25,44.92
1949,19483,2.61,41.49,55.61,1.39,3.03,11.2,21.64,10.67,17.06,81.15,47853,76.82,0.71,56.18,33.54,3,21.96,22478,15617,65200,12881,12387,18107,4.13,7.21,18.6,4.72,64.69,12.88,27.36,9.86,35.36,7.31,30.3,11.33,3.02,74.91,86.84,73.54,79.15,83.09,4.32,7.27,13.37,21.59,32.31,0.99,91.07,0.54,4.44,2.53,2.69,1.96,82.79,1.57,36.97,3,264,96.59,3.03,50.76,1963,0.28,0.09,162100,66200,613,429,28.7,22.7,13.3,13.55,51.24,59.13,91.47,92.87,27,722.9,5.62,446.04
1950,14280,2.51,34.84,64.8,0.14,0.41,14.54,24.13,11.27,17.29,0,13863,59.22,0.95,20.72,40.26,17.64,18.38,8232,5074,5243,38807,2581,8519,36.8,17.76,38.45,14.82,40.37,16.4,30.71,18.77,19.04,12.22,27.67,15.55,3.07,54.32,52.13,61.43,57.78,64.08,6.93,0,0,8.89,8.89,0,95.83,0.5,4.81,2.48,2.43,2.58,64.57,3.94,47.65,3,786,87.86,4.33,64.38,1956,12.25,0.97,33000,30300,151,97,33.6,23.3,14.6,0.63,75.49,63.03,90.59,94.98,9.8,1456,0,1059.43
1951,10023,2.87,6.52,85.19,2.43,19.37,15.44,28.6,12.67,4.12,100,35856,91.18,1.11,45.29,11.14,1.87,24.69,13246,12580,18976,10703,7886,8629,5.79,3.65,7.89,4.38,72.96,6.27,22.56,7.68,30.2,9.5,23.02,13.32,3.21,81.27,87.84,84.06,69.92,75.98,0.77,11.36,12.41,18.36,27.8,0.65,84.04,1.17,3.93,2.87,2.95,2.71,67.41,3.17,21.41,3,174,95.26,0,47.7,1977,1.23,0,63600,21500,401,159,21.5,20.5,16.9,5.71,47.54,50.28,75.55,84.89,4.9,2064,0.29,259.79
1952,286215,2.54,7.16,85.63,2.46,9.3,13.94,29,13.68,8.28,99.67,28539,83.02,0.8,44.79,18.7,5.45,17.65,13975,9881,10548,8236,8313,8704,11.05,3.73,12.38,6.73,65.79,15.86,25.53,10.16,30.72,11.2,27.09,15.71,3.05,74.43,82.36,75.17,59.23,67.91,2.29,12.58,18.75,26.39,31.88,0.59,90.83,0.9,3.85,2.5,2.66,2.3,58.29,2.92,46.72,3,13794,89.08,1.28,35.47,1973,4.06,0.17,81500,38000,358,162,25.9,22.4,12.2,4.72,29.51,39.09,66.46,71.5,140.9,2032,1.32,510.78
1953,11069,2.92,0.79,97.02,0.72,5,14.2,28.57,12.85,9.89,100,31769,78.91,0.5,23.5,27.21,7.13,13.38,12279,7388,15500,8533,17938,10923,9.38,10.45,36.55,11.03,58.76,13.85,19.03,20.81,14.63,8.93,33.65,12.82,3.37,70.69,75.35,77.72,63.94,67.67,4.38,1.15,6.44,7.59,17.24,0.05,92.92,1.45,7.65,2.85,3.07,2.52,63.74,4.88,56.89,2,395,90.57,8.35,58.23,1952,3.48,0.62,112100,44000,516,261,29.7,26.7,18.8,3.93,66.93,55.83,78.44,92.53,1.1,9947,11,635.43
1954,52456,2.93,6.28,82.96,6.54,8.92,43.38,66.64,55.32,2.55,100,14481,90.99,2.32,45.85,7.07,1.8,5.52,9262,6439,8416,7636,4229,5096,37.98,2.45,6.23,5.98,49.12,4.06,50.82,6.62,37.71,2.82,71.26,4.97,3.01,80.01,86.27,74.15,58.3,67.32,2.96,38.52,53.6,64.34,70.29,3.52,86.48,1.02,3.41,2.31,2.86,2.13,29.68,6.01,70.3,2,1967,90.09,0.86,46.72,1977,2.77,0.12,79500,44800,356,140,35.1,21.2,11.8,9.13,56.56,16.95,31.37,83.92,30.5,1719.2,3.98,219.36
1955,12557,2.83,0.31,98.06,1.56,0.64,12.3,22.83,12.42,14.74,97.08,58559,80.63,0.88,62.76,32.18,2.44,20.86,26241,12805,0,17516,0,18855,2.28,3.11,7.55,5.03,63.15,12.25,32.48,4.04,48.14,3.68,30.25,5.46,3.23,91.02,98.77,91.24,56.65,65.18,0.45,6.04,7.5,14.17,18.65,0.46,90.81,0.4,5.28,2.81,2.96,1.83,91.26,0.32,23.99,3,107,97.65,2.8,48.6,1956,0,0,241200,140200,509,400,27.6,22.5,13.5,7.65,75.79,76.57,88.66,97.1,11.4,1104.7,7.52,69.58
1957,20268,3.58,17.95,75.74,2.6,6.34,19.82,46.53,27.47,1.73,0,24553,94.73,0.89,27.65,6.89,2.61,9.94,9204,7769,6345,4652,8120,6981,10.55,2.5,9.36,5.41,77.02,7.82,18.15,8.39,20.83,7.07,34.01,8.54,3.33,86.53,89.51,84.34,48.09,55.45,3.04,17.13,24.3,33.82,43.19,0.58,91.3,0.46,4.24,3.1,2.97,3.16,28.55,4.24,43.18,3,435,92.86,0.23,41.38,1969,7.31,0.66,63700,20200,364,110,23,23.7,11.6,3.37,22.45,15.1,30.33,40.4,15.4,1316.1,0.65,255.89
1958,15675,2.59,4.08,84.07,0.54,12.78,14.23,24.38,11.44,15.44,0,26111,71.52,0.79,38.01,31.72,5.49,18.72,11781,6455,13449,9725,4809,5270,15.02,12.89,30.94,7.4,51.51,19.22,16.75,17.08,21.41,9.87,19.92,9.69,3.06,80.37,84.51,84.91,51.58,59.78,1.94,18.82,23.53,34.35,56.94,1.02,88.07,2.85,4.72,2.55,2.58,2.47,74.1,4.7,50.24,2,860,87.54,5,61.16,1956,9.19,0.83,36300,33600,238,132,26,16.3,12.1,5.42,59.3,56.25,79.91,91.91,9,1748.7,0,243.47
1960,15403,2.57,0.34,99.27,0.31,0.53,13.39,24.77,13.52,21.03,100,25927,69.42,0.55,47.25,42.92,5.73,20.57,13083,7940,0,2000,0,12231,10.84,9.54,25.96,4.21,56.2,16.72,30.3,15.72,28.64,6.35,31.45,7.29,3.03,78.59,84.78,76.18,54.6,69.84,0.78,3.32,9.54,9.54,9.54,0.05,93.74,0.59,4.3,2.42,2.65,1.98,71.56,0.7,38.8,3,311,95.07,2.89,49.52,1939,1.08,0.29,72900,44500,279,156,20.8,18.3,14.5,1.56,90.59,72.55,92.44,96.43,9.1,1700.3,1.93,148.02
1962,57546,2.68,0.58,98.4,0.64,0.64,15.22,26.93,14.36,13.79,100,27027,74.53,1.14,52.26,31.05,6.47,18.8,12377,4593,7034,4741,5302,5222,10.9,9.4,21.58,5.01,61.98,21.58,29.68,15.86,24.8,6.79,31.41,8.34,3.11,79.61,85.11,83.59,71.52,76.35,1.62,28.72,32.66,39.09,42.19,0.42,96.5,0.69,4.58,2.52,2.77,2.02,72.8,1.28,43.34,3,940,95.8,3.94,42.23,1952,2.37,0.18,51600,28600,255,135,24.2,16.1,12.1,1.46,77.04,56.88,84.39,89.32,23.9,2409,1.1,303.26
1963,35943,2.67,0.97,96.59,1.52,2.32,11.41,28.83,13.08,11.5,100,42679,84.2,0.53,50.23,25.92,4.62,17.83,18155,16332,7697,16512,4879,11780,5.1,4.27,13.63,5.7,70.37,16.56,25.83,9.87,31.19,6.8,36.93,9.47,3.23,77.78,84.52,83.69,60.84,70.13,1.46,11.31,15.16,19.79,24.92,0.69,90.82,1.05,6.21,2.65,2.97,2.15,68.44,1.58,44.98,3,620,95.6,2.26,30.32,1956,0.76,0.26,172600,47100,651,254,24,22,12.6,6.07,81.77,63.18,88.94,93.35,13.1,2735.6,3.86,246.09
1964,26314,3.07,1.71,77.95,5.03,22.65,14.34,28.25,12.21,7.9,100,30876,78.3,1.29,25.65,22.68,15.11,12.95,11603,14658,12016,7657,7270,8706,15.5,12.3,32.86,10.04,57.84,22.26,17.66,21.93,17.27,9.64,24.05,14.35,3.38,76.84,81.04,80.24,53.72,63.58,2.19,12.58,19.08,26.22,39.19,1.57,77.44,5.35,8.33,3.04,3,3.1,64,10.72,41.58,3,494,94.56,0.4,17,1978,1.08,0.45,127700,49100,421,171,29.2,24.8,12.6,12.45,59.96,34.52,67.36,92.59,5.8,4562.1,0.3,611.64
1965,257453,2.88,4.8,76.14,0.93,50.38,15.48,28.43,13.25,9.22,100,25773,79.1,1.08,31.82,22.88,8.87,14.11,11755,7802,12695,12815,7528,7562,20,14.99,29.13,8.27,59.5,9.39,24.86,11.05,24.75,11.3,28.73,15.01,3.37,72.16,78.2,74.35,55.55,63.28,2.76,7.39,11.88,19.06,30.7,0.39,58.01,5.4,8.4,2.83,2.98,2.64,59.5,9.39,51.02,2,10737,89.28,7.5,39.87,1968,9.23,0.74,56500,37200,305,162,25.7,21.3,12.6,5.26,74.24,49.89,82.45,92.82,139.8,1841.2,1.86,792.93
1967,17930,2.58,2.07,95.9,1.39,1.73,10.99,21.68,10.18,16.41,92.25,44167,78.19,0.66,60.35,31.1,2.78,24.95,19537,12860,3291,25444,31526,24946,3.36,7.38,18.15,4.4,61.89,20.97,27.24,9.43,33.12,7.82,26.78,9.41,2.94,82.49,96.26,83.69,62.51,68.04,1.15,1.91,3.18,8.27,11.03,0.1,93.17,0.53,3.21,2.49,2.54,2.21,86.24,0.62,32.69,3,401,94.55,2.99,55.11,1957,0.39,0.2,159700,77400,570,274,24.7,21.2,11.9,5.26,62.25,65.22,89.02,93.29,33.9,528.4,0.79,336.13
