State,Gender,LeadingDeathMechanism,Type,Organ,Count
 District of Columbia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,16
 Florida, Male,Blunt Injury,Transplanted,Lungs,101
 Florida, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,95
 Georgia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,71
 Georgia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,48
 Hawaii, Male,Blunt Injury,Transplanted,Lungs,0
 Hawaii, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,4
 Illinois, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,46
 Illinois, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,25
 Indiana, Male,Blunt Injury,Transplanted,Lungs,30
 Indiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,29
 Iowa, Male,Blunt Injury,Transplanted,Lungs,14
 Iowa, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,4
 Kansas, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,49
 Kansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,36
 Kentucky, Male,Blunt Injury,Transplanted,Lungs,19
 Kentucky, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,14
 Louisiana, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,55
 Louisiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,33
 Maryland, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,43
 Maryland, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,23
 Massachusetts, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,34
 Massachusetts, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,28
 Michigan, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,47
 Michigan, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,54
 Minnesota, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,33
 Minnesota, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,21
 Mississippi, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,22
 Mississippi, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,9
 Missouri, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,63
 Missouri, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,65
 Nebraska, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,8
 Nebraska, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,4
 Nevada, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,8
 Nevada, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,20
 New Jersey, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,26
 New Jersey, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,12
 New Mexico, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,7
 New Mexico, Female,Blunt Injury,Transplanted,Lungs,1
 New York, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,29
 New York, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,22
 North Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,69
 North Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,61
 Ohio, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,50
 Ohio, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,58
 Oklahoma, Male,Blunt Injury,Transplanted,Lungs,27
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,17
 Oregon, Male,Gunshot Wound,Transplanted,Lungs,21
 Oregon, Female,Blunt Injury,Transplanted,Lungs,6
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,87
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,77
 Puerto Rico, Male,Blunt Injury,Transplanted,Lungs,27
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,9
 South Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,27
 South Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,16
 Tennessee, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,70
 Tennessee, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,32
 Texas, Male,Blunt Injury,Transplanted,Lungs,201
 Texas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,134
 Utah, Male,Blunt Injury,Transplanted,Lungs,18
 Utah, Female,Blunt Injury,Transplanted,Lungs,8
 Virginia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,28
 Virginia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,24
 Washington, Male,Blunt Injury,Transplanted,Lungs,32
 Washington, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,26
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,22
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,33
 Alabama, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2337239
 Alabama, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2480289
 Arizona, Male,Blunt Injury,EstPop,All,3257757
 Arizona, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3293392
 Arkansas, Male,Blunt Injury,EstPop,All,1448951
 Arkansas, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1500877
 California, Male,Intracranial Hemorrhage / Stroke,EstPop,All,18895965
 California, Female,Intracranial Hemorrhage / Stroke,EstPop,All,19103913
 Colorado, Male,Blunt Injury,EstPop,All,2604770
 Colorado, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2584688
 Connecticut, Male,Intracranial Hemorrhage / Stroke,EstPop,All,1750881
 Connecticut, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1840884
 District of Columbia, Male,Intracranial Hemorrhage / Stroke,EstPop,All,299696
 District of Columbia, Female,Intracranial Hemorrhage / Stroke,EstPop,All,333731
 Florida, Male,Blunt Injury,EstPop,All,9447319
 Florida, Female,Intracranial Hemorrhage / Stroke,EstPop,All,9873430
 Georgia, Male,Intracranial Hemorrhage / Stroke,EstPop,All,4848124
 Georgia, Female,Intracranial Hemorrhage / Stroke,EstPop,All,5067522
 Hawaii, Male,Blunt Injury,EstPop,All,700502
 Hawaii, Female,Intracranial Hemorrhage / Stroke,EstPop,All,689588
 Illinois, Male,Intracranial Hemorrhage / Stroke,EstPop,All,6315958
 Illinois, Female,Intracranial Hemorrhage / Stroke,EstPop,All,6552234
 Indiana, Male,Blunt Injury,EstPop,All,3218520
 Indiana, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3319262
 Iowa, Male,Blunt Injury,EstPop,All,1524910
 Iowa, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1550129
 Kansas, Male,Intracranial Hemorrhage / Stroke,EstPop,All,1435458
 Kansas, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1449940
 Kentucky, Male,Blunt Injury,EstPop,All,2155895
 Kentucky, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2223835
 Louisiana, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2252408
 Louisiana, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2349726
 Maryland, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2851828
 Maryland, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3033040
 Massachusetts, Male,Intracranial Hemorrhage / Stroke,EstPop,All,3219920
 Massachusetts, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3425383
 Michigan, Male,Intracranial Hemorrhage / Stroke,EstPop,All,4850801
 Michigan, Female,Intracranial Hemorrhage / Stroke,EstPop,All,5031718
 Minnesota, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2672357
 Minnesota, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2707289
 Mississippi, Male,Intracranial Hemorrhage / Stroke,EstPop,All,1451645
 Mississippi, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1534805
 Missouri, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2952485
 Missouri, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3072037
 Nebraska, Male,Intracranial Hemorrhage / Stroke,EstPop,All,922123
 Nebraska, Female,Intracranial Hemorrhage / Stroke,EstPop,All,933227
 Nevada, Male,Intracranial Hemorrhage / Stroke,EstPop,All,1388773
 Nevada, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1365581
 New Jersey, Male,Intracranial Hemorrhage / Stroke,EstPop,All,4325310
 New Jersey, Female,Intracranial Hemorrhage / Stroke,EstPop,All,4542439
 New Mexico, Male,Intracranial Hemorrhage / Stroke,EstPop,All,1031829
 New Mexico, Female,Blunt Injury,EstPop,All,1051711
 New York, Male,Intracranial Hemorrhage / Stroke,EstPop,All,9494639
 New York, Female,Intracranial Hemorrhage / Stroke,EstPop,All,10081486
 North Carolina, Male,Intracranial Hemorrhage / Stroke,EstPop,All,4750263
 North Carolina, Female,Intracranial Hemorrhage / Stroke,EstPop,All,4998101
 Ohio, Male,Intracranial Hemorrhage / Stroke,EstPop,All,5647226
 Ohio, Female,Intracranial Hemorrhage / Stroke,EstPop,All,5905805
 Oklahoma, Male,Blunt Injury,EstPop,All,1889507
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,EstPop,All,1926273
 Oregon, Male,Gunshot Wound,EstPop,All,1929561
 Oregon, Female,Blunt Injury,EstPop,All,1970240
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,EstPop,All,6232018
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,EstPop,All,6532457
 Puerto Rico, Male,Blunt Injury,EstPop,All,3725789
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3725789
 South Carolina, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2298812
 South Carolina, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2424605
 Tennessee, Male,Intracranial Hemorrhage / Stroke,EstPop,All,3149097
 Tennessee, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3305817
 Texas, Male,Blunt Injury,EstPop,All,12948171
 Texas, Female,Intracranial Hemorrhage / Stroke,EstPop,All,13112625
 Utah, Male,Blunt Injury,EstPop,All,1435471
 Utah, Female,Blunt Injury,EstPop,All,1419400
 Virginia, Male,Intracranial Hemorrhage / Stroke,EstPop,All,4023398
 Virginia, Female,Intracranial Hemorrhage / Stroke,EstPop,All,4163230
 Washington, Male,Blunt Injury,EstPop,All,3440311
 Washington, Female,Intracranial Hemorrhage / Stroke,EstPop,All,3455007
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,EstPop,All,2842225
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,EstPop,All,2882329
